taxonID	identifier	datasetID	datasetName	acceptedNameUsageID	parentNameUsageID	taxonomicStatus	taxonRank	verbatimTaxonRank	scientificName	kingdom	phylum	class	order	superfamily	family	genericName	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	source	namePublishedIn	nameAccordingTo	modified	description	taxonConceptID	scientificNameID	references	isExtinct
54115096	f5950556e578afe0332ef6a18360dd97	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54830341	accepted name	species	NA	Cephalomanes atrovirens Presl	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Cephalomanes	Cephalomanes	NA	atrovirens	NA	Presl	NA	NA	Hassler M.	Nov 2018	Binomial generated by Species 2000.	NA	ferns-1911-colgen	http://www.catalogueoflife.org/col/details/species/id/f5950556e578afe0332ef6a18360dd97	FALSE
54133783	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115097	NA	synonym	species	NA	Trichomanes crassum Copel.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	crassum	NA	Copel.	NA	NA	NA	NA	NA	NA	ferns-1915-syn-1	http://www.catalogueoflife.org/col/details/species/id/bb5e2f017639f8fb9de177cdc22b608b/synonym/1f4444a9675c523ea6e540b155f8b6a3	NA
54115097	bb5e2f017639f8fb9de177cdc22b608b	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54830341	accepted name	species	NA	Cephalomanes crassum (Copel.) M. G. Price	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Cephalomanes	Cephalomanes	NA	crassum	NA	(Copel.) M. G. Price	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1915	http://www.catalogueoflife.org/col/details/species/id/bb5e2f017639f8fb9de177cdc22b608b	FALSE
54133784	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115098	NA	synonym	species	NA	Trichomanes densinervium Copel.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	densinervium	NA	Copel.	NA	NA	NA	NA	NA	NA	ferns-1916-syn-1	http://www.catalogueoflife.org/col/details/species/id/002e095eec0c09b395fac0861f0115c1/synonym/975f117a821475b34ada9a587c1f8114	NA
54115098	002e095eec0c09b395fac0861f0115c1	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54830341	accepted name	species	NA	Cephalomanes densinervium (Copel.) Copel.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Cephalomanes	Cephalomanes	NA	densinervium	NA	(Copel.) Copel.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1916	http://www.catalogueoflife.org/col/details/species/id/002e095eec0c09b395fac0861f0115c1	FALSE
54133785	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115099	NA	synonym	species	NA	Trichomanes infundibulare Alderw.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	infundibulare	NA	Alderw.	NA	NA	NA	NA	NA	NA	ferns-1917-syn-1	http://www.catalogueoflife.org/col/details/species/id/4bd27cdc1fd267d47b523052e94a7c9c/synonym/e0ffa2c818e9caccb72a448f575dbcf8	NA
54115099	4bd27cdc1fd267d47b523052e94a7c9c	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54830341	provisionally accepted name	species	NA	Cephalomanes infundibulare (Alderw.) comb. ined.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Cephalomanes	Cephalomanes	NA	infundibulare	NA	(Alderw.) comb. ined.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1917	http://www.catalogueoflife.org/col/details/species/id/4bd27cdc1fd267d47b523052e94a7c9c	FALSE
54133786	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Cephalomanes curvatum (J. Sm.) V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Cephalomanes	Cephalomanes	NA	curvatum	NA	(J. Sm.) v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-1918-syn-1	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/6c3bd72399e6030aa571537c33bbd449	NA
54133787	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Cephalomanes javanica (Bl.) V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Cephalomanes	Cephalomanes	NA	javanica	NA	(Bl.) v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-1918-syn-2	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/c61570819acdbee3e05a8332ee06c7b9	NA
54133788	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Cephalomanes oblongifolium Presl	Plantae	NA	NA	NA	NA	NA	Cephalomanes	Cephalomanes	NA	oblongifolium	NA	Presl	NA	NA	NA	NA	NA	NA	ferns-1918-syn-3	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/307f9f587d2ae60c4ab5647308529c58	NA
54133789	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Cephalomanes zollingeri V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Cephalomanes	Cephalomanes	NA	zollingeri	NA	v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-1918-syn-4	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/18e6e8b0292b70f886d58e38bf73ae15	NA
54133790	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Lacostea javanica (Bl.) Prantl	Plantae	NA	NA	NA	NA	NA	Lacostea	Cephalomanes	NA	javanica	NA	(Bl.) Prantl	NA	NA	NA	NA	NA	NA	ferns-1918-syn-5	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/0f0a4c281284e6f99886a78844452974	NA
54133791	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Lacostea rhomboidea Prantl	Plantae	NA	NA	NA	NA	NA	Lacostea	Cephalomanes	NA	rhomboidea	NA	Prantl	NA	NA	NA	NA	NA	NA	ferns-1918-syn-6	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/c6660ff3b85ad4d23739687e73c0f881	NA
54133792	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Lacostea zollingeri (V. D. Bosch) Prantl	Plantae	NA	NA	NA	NA	NA	Lacostea	Cephalomanes	NA	zollingeri	NA	(v. d. Bosch) Prantl	NA	NA	NA	NA	NA	NA	ferns-1918-syn-7	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/5befe86b0ea48907e9494427f9d1aae7	NA
54133793	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Trichomanes curvatum J. Sm.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	curvatum	NA	J. Sm.	NA	NA	NA	NA	NA	NA	ferns-1918-syn-8	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/3cbad83433837d34321407a172ccf0b2	NA
54133794	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Trichomanes foersteri Rosenst.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	foersteri	NA	Rosenst.	NA	NA	NA	NA	NA	NA	ferns-1918-syn-9	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/184c573f7e3d64afdf19caafcd968312	NA
54133795	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	ambiguous synonym	species	NA	Trichomanes javanicum Bl.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	javanicum	NA	Bl.	NA	NA	NA	NA	NA	NA	ferns-1918-syn-10	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/39cf191bb83f5e72f76b394a954f41ac	NA
54133796	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	ambiguous synonym	species	NA	Trichomanes rigidum Wall.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	rigidum	NA	Wall.	NA	NA	NA	NA	NA	NA	ferns-1918-syn-11	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/1d1f684fc5dbbd372bc5731b792c79bc	NA
54133797	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	ambiguous synonym	species	NA	Trichomanes setigerum Wall.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	setigerum	NA	Wall.	NA	NA	NA	NA	NA	NA	ferns-1918-syn-12	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/75c1852143e17293b0dac99768e2c982	NA
54133798	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115100	NA	synonym	species	NA	Trichomanes zollingeri V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	zollingeri	NA	v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-1918-syn-13	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12/synonym/8dcf39a5f01f81687e4375267af790e9	NA
54115100	ce5c3cddbe4fe1ba99063fab72479f12	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54830341	accepted name	species	NA	Cephalomanes javanicum (Bl.) C. Presl	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Cephalomanes	Cephalomanes	NA	javanicum	NA	(Bl.) C. Presl	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1918	http://www.catalogueoflife.org/col/details/species/id/ce5c3cddbe4fe1ba99063fab72479f12	FALSE
54133809	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115101	NA	synonym	species	NA	Trichomanes ledermannii Brause	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	ledermannii	NA	Brause	NA	NA	NA	NA	NA	NA	ferns-1921-syn-1	http://www.catalogueoflife.org/col/details/species/id/28662d12a8dd218acb3cba144fd8a102/synonym/30406cb05d19090556eb554cda5e6d26	NA
54115101	28662d12a8dd218acb3cba144fd8a102	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54830341	accepted name	species	NA	Cephalomanes ledermannii (Brause) Copel.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Cephalomanes	Cephalomanes	NA	ledermannii	NA	(Brause) Copel.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1921	http://www.catalogueoflife.org/col/details/species/id/28662d12a8dd218acb3cba144fd8a102	FALSE
54133810	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115102	NA	synonym	species	NA	Trichomanes maluense Brause	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	maluense	NA	Brause	NA	NA	NA	NA	NA	NA	ferns-1922-syn-1	http://www.catalogueoflife.org/col/details/species/id/54b26fd867dad3a2a8976cc08414b291/synonym/199516f00a1bff9a74f058533517ea31	NA
54115102	54b26fd867dad3a2a8976cc08414b291	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54830341	provisionally accepted name	species	NA	Cephalomanes maluense (Brause) comb. ined.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Cephalomanes	Cephalomanes	NA	maluense	NA	(Brause) comb. ined.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1922	http://www.catalogueoflife.org/col/details/species/id/54b26fd867dad3a2a8976cc08414b291	FALSE
54133811	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115103	NA	synonym	species	NA	Trichomanes singaporianum (V. D. Bosch) Alderw.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	singaporianum	NA	(v. d. Bosch) Alderw.	NA	NA	NA	NA	NA	NA	ferns-1923-syn-1	http://www.catalogueoflife.org/col/details/species/id/bc39a82ef76f0fd2c554066dcf3d6fce/synonym/83b10ca82e083e745abe0d907a27ac7a	NA
54133812	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115103	NA	synonym	species	NA	Lacostea singaporiana Prantl	Plantae	NA	NA	NA	NA	NA	Lacostea	Cephalomanes	NA	singaporiana	NA	Prantl	NA	NA	NA	NA	NA	NA	ferns-1923-syn-2	http://www.catalogueoflife.org/col/details/species/id/bc39a82ef76f0fd2c554066dcf3d6fce/synonym/8691b30bccc630481cf51882c3ec8650	NA
54133813	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115103	NA	synonym	species	NA	Trichomanes borneense Alderw.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	borneense	NA	Alderw.	NA	NA	NA	NA	NA	NA	ferns-1923-syn-3	http://www.catalogueoflife.org/col/details/species/id/bc39a82ef76f0fd2c554066dcf3d6fce/synonym/36db956db5f6d686b051da7a0602af31	NA
54133814	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115103	NA	ambiguous synonym	species	NA	Trichomanes javanicum Hook. & Grev.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	javanicum	NA	Hook. & Grev.	NA	NA	NA	NA	NA	NA	ferns-1923-syn-4	http://www.catalogueoflife.org/col/details/species/id/bc39a82ef76f0fd2c554066dcf3d6fce/synonym/71a763b4692906b728b56d337d88e6ca	NA
54133815	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115103	NA	synonym	species	NA	Trichomanes rosenstockii Alderw.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	rosenstockii	NA	Alderw.	NA	NA	NA	NA	NA	NA	ferns-1923-syn-5	http://www.catalogueoflife.org/col/details/species/id/bc39a82ef76f0fd2c554066dcf3d6fce/synonym/4077b65bce0ef2284bf4e88916ecc5ef	NA
54133816	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115103	NA	ambiguous synonym	species	NA	Trichomanes christii Rosenst.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	christii	NA	Rosenst.	NA	NA	NA	NA	NA	NA	ferns-1923-syn-6	http://www.catalogueoflife.org/col/details/species/id/bc39a82ef76f0fd2c554066dcf3d6fce/synonym/4b1b189d7eeba6a10afc7885be17c89a	NA
54115103	bc39a82ef76f0fd2c554066dcf3d6fce	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54830341	accepted name	species	NA	Cephalomanes singaporianum V. D. Bosch	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Cephalomanes	Cephalomanes	NA	singaporianum	NA	v. d. Bosch	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1923	http://www.catalogueoflife.org/col/details/species/id/bc39a82ef76f0fd2c554066dcf3d6fce	FALSE
54133817	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115104	NA	synonym	species	NA	Trichomanes suffrutex Alderw.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Cephalomanes	NA	suffrutex	NA	Alderw.	NA	NA	NA	NA	NA	NA	ferns-1924-syn-1	http://www.catalogueoflife.org/col/details/species/id/2af4d1c4381d501c9a71885bf3fea1d0/synonym/6c096d6c608fffa3f6f72152c8d93c5b	NA
54115104	2af4d1c4381d501c9a71885bf3fea1d0	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54830341	provisionally accepted name	species	NA	Cephalomanes suffrutex (Alderw.) comb. ined.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Cephalomanes	Cephalomanes	NA	suffrutex	NA	(Alderw.) comb. ined.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1924	http://www.catalogueoflife.org/col/details/species/id/2af4d1c4381d501c9a71885bf3fea1d0	FALSE
54133818	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115105	NA	synonym	species	NA	Macroglena angustimarginata (Bonap.) Copel.	Plantae	NA	NA	NA	NA	NA	Macroglena	Abrodictyum	NA	angustimarginata	NA	(Bonap.) Copel.	NA	NA	NA	NA	NA	NA	ferns-1926-syn-1	http://www.catalogueoflife.org/col/details/species/id/8758d9be1a9710bfe74342a2b0494589/synonym/9934d5b403ebe2ee7f286fbe4b6a5d0f	NA
54133819	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115105	NA	synonym	species	NA	Trichomanes angustimarginatum Bonap.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Abrodictyum	NA	angustimarginatum	NA	Bonap.	NA	NA	NA	NA	NA	NA	ferns-1926-syn-2	http://www.catalogueoflife.org/col/details/species/id/8758d9be1a9710bfe74342a2b0494589/synonym/100a5bba132d2a25afc4a77190b6e6bd	NA
54115105	8758d9be1a9710bfe74342a2b0494589	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54783845	accepted name	species	NA	Abrodictyum angustimarginatum (Bonap.) J. P. Roux	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Abrodictyum	Abrodictyum	NA	angustimarginatum	NA	(Bonap.) J. P. Roux	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1926	http://www.catalogueoflife.org/col/details/species/id/8758d9be1a9710bfe74342a2b0494589	FALSE
54133820	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115106	NA	synonym	species	NA	Macroglena asae-grayi (V. D. Bosch) Copel.	Plantae	NA	NA	NA	NA	NA	Macroglena	Abrodictyum	NA	asae-grayi	NA	(v. d. Bosch) Copel.	NA	NA	NA	NA	NA	NA	ferns-1927-syn-1	http://www.catalogueoflife.org/col/details/species/id/b0322005cefcc200740a3033d1e9c19d/synonym/9a2817f819735671a22fe14a0ebb5e50	NA
54133821	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115106	NA	synonym	species	NA	Trichomanes asae-grayi V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Trichomanes	Abrodictyum	NA	asae-grayi	NA	v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-1927-syn-2	http://www.catalogueoflife.org/col/details/species/id/b0322005cefcc200740a3033d1e9c19d/synonym/3bd9a8e933e3d3f29074a97a8c039b34	NA
54115106	b0322005cefcc200740a3033d1e9c19d	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54783845	accepted name	species	NA	Abrodictyum asae-grayi (V. D. Bosch) Ebihara & K. Iwats.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Abrodictyum	Abrodictyum	NA	asae-grayi	NA	(v. d. Bosch) Ebihara & K. Iwats.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1927	http://www.catalogueoflife.org/col/details/species/id/b0322005cefcc200740a3033d1e9c19d	FALSE
54133822	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115107	NA	synonym	species	NA	Cephalomanes boninense (Tag. & K. Iwats.) K. Iwats.	Plantae	NA	NA	NA	NA	NA	Cephalomanes	Abrodictyum	NA	boninense	NA	(Tag. & K. Iwats.) K. Iwats.	NA	NA	NA	NA	NA	NA	ferns-1928-syn-1	http://www.catalogueoflife.org/col/details/species/id/266737060baa5ff7795b7e8c03b1398a/synonym/fd5c0388d8a24b6923dfa9990c8559ab	NA
54115107	266737060baa5ff7795b7e8c03b1398a	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54783845	accepted name	species	NA	Abrodictyum boninense Tag. & K. Iwats. ex K. Iwats.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Abrodictyum	Abrodictyum	NA	boninense	NA	Tag. & K. Iwats. ex K. Iwats.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1928	http://www.catalogueoflife.org/col/details/species/id/266737060baa5ff7795b7e8c03b1398a	FALSE
54133823	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115108	NA	synonym	species	NA	Macroglena brassii Croxall	Plantae	NA	NA	NA	NA	NA	Macroglena	Abrodictyum	NA	brassii	NA	Croxall	NA	NA	NA	NA	NA	NA	ferns-1929-syn-1	http://www.catalogueoflife.org/col/details/species/id/e6b0f9800ae70566b89e93e5c0eaa884/synonym/4a172c554360a5f0da95daf245ac28d8	NA
54133824	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115108	NA	synonym	species	NA	Cephalomanes brassii (Croxall) Bostock	Plantae	NA	NA	NA	NA	NA	Cephalomanes	Abrodictyum	NA	brassii	NA	(Croxall) Bostock	NA	NA	NA	NA	NA	NA	ferns-1929-syn-2	http://www.catalogueoflife.org/col/details/species/id/e6b0f9800ae70566b89e93e5c0eaa884/synonym/7279999ed24f5c7daf4c7a7535b45140	NA
54115108	e6b0f9800ae70566b89e93e5c0eaa884	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54783845	accepted name	species	NA	Abrodictyum brassii (Croxall) Ebihara & K. Iwats.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Abrodictyum	Abrodictyum	NA	brassii	NA	(Croxall) Ebihara & K. Iwats.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1929	http://www.catalogueoflife.org/col/details/species/id/e6b0f9800ae70566b89e93e5c0eaa884	FALSE
54133825	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115109	NA	synonym	species	NA	Trichomanes caespifrons C. Chr.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Abrodictyum	NA	caespifrons	NA	C. Chr.	NA	NA	NA	NA	NA	NA	ferns-1930-syn-1	http://www.catalogueoflife.org/col/details/species/id/27e21d4cf1aa0ae96903197f42646427/synonym/a2f35eb4d367eebc1dd9cbc732cefb23	NA
54115109	27e21d4cf1aa0ae96903197f42646427	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54783845	provisionally accepted name	species	NA	Abrodictyum caespifrons (C. Chr.) comb. ined.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Abrodictyum	Abrodictyum	NA	caespifrons	NA	(C. Chr.) comb. ined.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1930	http://www.catalogueoflife.org/col/details/species/id/27e21d4cf1aa0ae96903197f42646427	FALSE
54133826	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115110	NA	synonym	species	NA	Macroglena caudata (Brack.) Copel.	Plantae	NA	NA	NA	NA	NA	Macroglena	Abrodictyum	NA	caudata	NA	(Brack.) Copel.	NA	NA	NA	NA	NA	NA	ferns-1931-syn-1	http://www.catalogueoflife.org/col/details/species/id/0e8b3fbb428eecb7dd0a4674f3cbf06a/synonym/e8943d0cf756b45327883946a12960e0	NA
54133827	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115110	NA	synonym	species	NA	Trichomanes caudatum Brack.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Abrodictyum	NA	caudatum	NA	Brack.	NA	NA	NA	NA	NA	NA	ferns-1931-syn-2	http://www.catalogueoflife.org/col/details/species/id/0e8b3fbb428eecb7dd0a4674f3cbf06a/synonym/f426fafcf257f38f441005c3ad491091	NA
54133828	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115110	NA	synonym	species	NA	Cephalomanes caudatum (Brack.) Bostock	Plantae	NA	NA	NA	NA	NA	Cephalomanes	Abrodictyum	NA	caudatum	NA	(Brack.) Bostock	NA	NA	NA	NA	NA	NA	ferns-1931-syn-3	http://www.catalogueoflife.org/col/details/species/id/0e8b3fbb428eecb7dd0a4674f3cbf06a/synonym/f7ea9f7afe5f1484d9aad60153081b72	NA
54133829	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115110	NA	synonym	species	NA	Trichomanes milnei V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Trichomanes	Abrodictyum	NA	milnei	NA	v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-1931-syn-4	http://www.catalogueoflife.org/col/details/species/id/0e8b3fbb428eecb7dd0a4674f3cbf06a/synonym/9d9f5525eb5ba502e6aba472a53813eb	NA
54133830	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115110	NA	synonym	infraspecies	var.	Trichomanes leptophyllum var. minus Fourn.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Abrodictyum	NA	leptophyllum	minus	Fourn.	NA	NA	NA	NA	NA	NA	ferns-1931-syn-5	http://www.catalogueoflife.org/col/details/species/id/0e8b3fbb428eecb7dd0a4674f3cbf06a/synonym/a59cce7013ae7b2714c92a017affb624	NA
54115110	0e8b3fbb428eecb7dd0a4674f3cbf06a	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54783845	accepted name	species	NA	Abrodictyum caudatum (Brack.) Ebihara & K. Iwats.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Abrodictyum	Abrodictyum	NA	caudatum	NA	(Brack.) Ebihara & K. Iwats.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-1931	http://www.catalogueoflife.org/col/details/species/id/0e8b3fbb428eecb7dd0a4674f3cbf06a	FALSE
54133831	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115111	NA	synonym	species	NA	Selenodesmium cellulosum (Kl.) A. & D. Löve	Plantae	NA	NA	NA	NA	NA	Selenodesmium	Abrodictyum	NA	cellulosum	NA	(Kl.) A. & D. Löve	NA	NA	NA	NA	NA	NA	ferns-1932-syn-1	http://www.catalogueoflife.org/col/details/species/id/b3ebac07a99aa4ddf5d2ca1d958f36aa/synonym/d4d803eac14f1f18f8eabd8363dbc21b	NA
54133832	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115111	NA	synonym	species	NA	Trichomanes cellulosum Kl.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Abrodictyum	NA	cellulosum	NA	Kl.	NA	NA	NA	NA	NA	NA	ferns-1932-syn-2	http://www.catalogueoflife.org/col/details/species/id/b3ebac07a99aa4ddf5d2ca1d958f36aa/synonym/2c8082791507e55dcd778d66f44090c2	NA
54133833	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115111	NA	synonym	species	NA	Trichomanes filiforme Sturm	Plantae	NA	NA	NA	NA	NA	Trichomanes	Abrodictyum	NA	filiforme	NA	Sturm	NA	NA	NA	NA	NA	NA	ferns-1932-syn-3	http://www.catalogueoflife.org/col/details/species/id/b3ebac07a99aa4ddf5d2ca1d958f36aa/synonym/203ea74da1dca2b72f51f3b0741d051e	NA
